episode,episode_return,episode_steps,epsilon,loss,buffer_size,delivered,dropped,energy,depletion_events
283,-63.021000000000015,32,0.38364,0.6301585324108601,9733,24,1,8.020999999999875,8
284,-53.81500000000011,33,0.38155000000000006,0.5788711793720722,9766,25,1,8.014999999999874,8
285,-108.01500000000009,33,0.37946,0.5628537945449352,9799,25,5,8.014999999999871,8
286,12.05199999999995,36,0.37718000000000007,0.5590103103054894,9835,28,0,7.947999999999875,8
287,41.998999999999995,39,0.37471,0.5977341815829277,9874,31,1,8.000999999999863,8
288,-108.00899999999999,33,0.37262000000000006,0.5357718169689178,9907,25,5,8.008999999999874,8
289,-62.97999999999999,32,0.37059333333333344,0.6530102826654911,9939,24,1,7.97999999999991,8
290,-28.81800000000004,35,0.3683766666666667,0.6647735072506799,9974,27,1,8.017999999999875,8
291,12.005000000000123,36,0.36609666666666674,0.8228840761714511,10010,28,0,7.994999999999963,8
292,-3.0200000000000955,37,0.3637533333333334,0.8431678613026937,10047,29,2,8.019999999999875,8
293,-3.015000000000043,35,0.3615366666666666,0.6699795458051894,10082,27,0,8.014999999999874,8
294,-93.00099999999999,35,0.3593200000000001,0.7415858639611138,10117,27,6,8.000999999999888,8
295,-3.0130000000000194,35,0.35710333333333344,0.7153913709852431,10152,27,0,8.012999999999876,8
